t,y
0,2
0.00500250125062531,1.95442870693378
0.0100050025012506,1.88731221315105
0.0150075037518759,1.80866810806762
0.0200100050025012,1.72801235111995
0.0250125062531266,1.6539076698538
0.0300150075037519,1.59357333275909
0.0350175087543772,1.55257437351263
0.0400200100050025,1.534604286985
0.0450225112556278,1.54137050176911
0.0500250125062531,1.57258678972444
0.0550275137568784,1.62607145107722
0.0600300150075038,1.69794487314874
0.0650325162581291,1.78291515663938
0.0700350175087544,1.8746361737561
0.0750375187593797,1.9661188773498
0.080040020010005,2.05017409132252
0.0850425212606303,2.11986350497086
0.0900450225112556,2.16893524010347
0.0950475237618809,2.1922211760359
0.100050025012506,2.1859751633454
0.105052526263132,2.14813423705722
0.110055027513757,2.07848880792847
0.115057528764382,1.9787523776617
0.120060030015008,1.85252636710447
0.125062531265633,1.70516091938607
0.130065032516258,1.5435177847777
0.135067533766883,1.3756463542451
0.140070035017509,1.21038834116964
0.145072536268134,1.0569302978696
0.150075037518759,0.924325913588027
0.155077538769385,0.821011736489796
0.16008004002001,0.754340508296354
0.165082541270635,0.730155666440269
0.170085042521261,0.752428782105898
0.175087543771886,0.822978846148489
0.180090045022511,0.941288523470248
0.185092546273137,1.1044279502472
0.190095047523762,1.30709156451428
0.195097548774387,1.54174808246477
0.200100050025012,1.79889831849913
0.205102551275638,2.06743035689436
0.210105052526263,2.33505686698074
0.215107553776888,2.58881533956978
0.220110055027514,2.81560890440187
0.225112556278139,3.00276331817844
0.230115057528764,3.13857479186714
0.23511755877939,3.21282360100219
0.240120060030015,3.217229882974
0.24512256128064,3.145830603363
0.250125062531266,2.99526024819619
0.255127563781891,2.76492220177801
0.260130065032516,2.45704279194583
0.265132566283142,2.07660538799225
0.270135067533767,1.63116746455793
0.275137568784392,1.13056893502537
0.280140070035017,0.586545054442456
0.285142571285643,0.0122615577628871
0.290145072536268,-0.578206772547491
0.295147573786893,-1.17043039132438
0.300150075037519,-1.75018700811618
0.305152576288144,-2.30400600298171
0.310155077538769,-2.81967088708952
0.315157578789395,-3.28665758076396
0.32016008004002,-3.69648944925685
0.325162581290645,-4.04299409162595
0.330165082541271,-4.3224516244367
0.335167583791896,-4.53362941051651
0.340170085042521,-4.67770360284668
0.345172586293147,-4.7580732443567
0.350175087543772,-4.78007772823069
0.355177588794397,-4.75063293795297
0.360180090045022,-4.67780513624092
0.365182591295648,-4.57034447904621
0.370185092546273,-4.43720176259099
0.375187593796898,-4.28705258774442
0.380190095047524,-4.12785252271984
0.385192596298149,-3.96644509495648
0.390195097548774,-3.80824163446009
0.3951975987994,-3.65698826326047
0.400200100050025,-3.51463086278576
0.40520260130065,-3.381283872053
0.410205102551276,-3.25530351861738
0.415207603801901,-3.1334608181482
0.420210105052526,-3.01120465476217
0.425212606303152,-2.88300071833745
0.430215107553777,-2.74272824860379
0.435217608804402,-2.5841136059254
0.440220110055027,-2.40117779879456
0.445222611305653,-2.1886743409796
